id,name,host_id,host_name,neighbourhood_cleansed,room_type,price,minimum_nights,number_of_reviews
4781,City Conda,1225,Charlie,Neighbourhood A,Entire home/apt,273,9,163
4782,City Conda,1585,Bob,Neighbourhood C,Private room,459,11,127
4783,Beach House,1818,Charlie,Neighbourhood A,Shared room,276,15,295
4784,Luxury Villa,1168,Charlie,Neighbourhood D,Private room,102,29,217
4785,Cozy Apt,1760,Diana,Neighbourhood D,Hotel room,313,17,140
4786,Luxury Villa,1791,Charlie,Neighbourhood C,Entire home/apt,224,24,131
4787,City Conda,1999,Bob,Neighbourhood A,Shared room,296,26,250
4788,Luxury Villa,1151,Charlie,Neighbourhood A,Private room,433,12,100
4789,Beach House,1223,Alice,Neighbourhood D,Shared room,116,17,97
4790,Cozy Apt,1503,Alice,Neighbourhood D,Hotel room,275,9,278
4791,Beach House,1736,Diana,Neighbourhood B,Shared room,187,13,185
4792,Cozy Apt,1549,Bob,Neighbourhood C,Hotel room,386,8,142
4793,City Conda,1043,Diana,Neighbourhood B,Entire home/apt,65,22,78
4794,Cozy Apt,1696,Alice,Neighbourhood C,Shared room,265,6,38
4795,Cozy Apt,1503,Bob,Neighbourhood A,Private room,277,27,36
4796,Cozy Apt,1954,Charlie,Neighbourhood A,Shared room,489,26,285
4797,Luxury Villa,1240,Bob,Neighbourhood C,Shared room,129,23,6
4798,Luxury Villa,1929,Elon,Neighbourhood B,Hotel room,256,24,209
4799,City Conda,1842,Bob,Neighbourhood D,Hotel room,148,29,78
4800,Cozy Apt,1350,Charlie,Neighbourhood C,Private room,383,7,132
4801,Shared Dorm,1721,Elon,Neighbourhood C,Entire home/apt,225,29,175
4802,City Conda,1022,Diana,Neighbourhood C,Entire home/apt,117,1,86
4803,Cozy Apt,1635,Bob,Neighbourhood A,Hotel room,65,10,248
4804,Cozy Apt,1597,Diana,Neighbourhood C,Private room,343,15,216
4805,Luxury Villa,1042,Bob,Neighbourhood A,Shared room,57,29,91
4806,City Conda,1465,Alice,Neighbourhood D,Private room,68,14,206
4807,Cozy Apt,1039,Alice,Neighbourhood D,Private room,351,4,231
4808,Cozy Apt,1302,Charlie,Neighbourhood B,Private room,456,4,198
4809,City Conda,1680,Alice,Neighbourhood A,Entire home/apt,34,29,37
4810,Shared Dorm,1174,Elon,Neighbourhood D,Shared room,170,9,76
4811,City Conda,1998,Elon,Neighbourhood D,Private room,257,15,66
4812,City Conda,1531,Bob,Neighbourhood B,Entire home/apt,38,12,184
4813,Shared Dorm,1460,Diana,Neighbourhood B,Entire home/apt,388,9,274
4814,City Conda,1620,Elon,Neighbourhood B,Hotel room,86,3,89
4815,Cozy Apt,1192,Bob,Neighbourhood A,Shared room,312,27,285
4816,City Conda,1243,Diana,Neighbourhood C,Private room,474,15,206
4817,Shared Dorm,1835,Alice,Neighbourhood A,Shared room,490,25,17
4818,Beach House,1279,Bob,Neighbourhood B,Hotel room,388,21,243
4819,City Conda,1739,Diana,Neighbourhood C,Hotel room,207,11,6
4820,Luxury Villa,1035,Charlie,Neighbourhood D,Private room,111,6,187
4821,Cozy Apt,1556,Charlie,Neighbourhood A,Entire home/apt,447,15,87
4822,Cozy Apt,1897,Elon,Neighbourhood B,Hotel room,114,7,115
4823,Luxury Villa,1539,Diana,Neighbourhood B,Entire home/apt,94,19,62
4824,Luxury Villa,1153,Charlie,Neighbourhood C,Hotel room,458,14,74
4825,City Conda,1022,Elon,Neighbourhood A,Shared room,372,4,294
4826,Luxury Villa,1718,Bob,Neighbourhood D,Private room,319,21,170
4827,Beach House,1931,Bob,Neighbourhood D,Hotel room,385,1,231
4828,Shared Dorm,1090,Diana,Neighbourhood C,Shared room,486,24,247
4829,Luxury Villa,1389,Diana,Neighbourhood C,Hotel room,165,27,224
4830,Luxury Villa,1930,Diana,Neighbourhood D,Private room,279,23,275
4831,Beach House,1358,Diana,Neighbourhood C,Shared room,123,13,191
4832,Cozy Apt,1549,Charlie,Neighbourhood C,Entire home/apt,77,11,166
4833,Cozy Apt,1930,Charlie,Neighbourhood A,Hotel room,449,28,98
4834,City Conda,1227,Elon,Neighbourhood C,Hotel room,129,29,227
4835,Beach House,1201,Charlie,Neighbourhood B,Shared room,367,18,61
4836,Shared Dorm,1349,Bob,Neighbourhood B,Private room,223,23,128
4837,Shared Dorm,1820,Elon,Neighbourhood B,Hotel room,146,28,249
4838,Beach House,1765,Charlie,Neighbourhood C,Shared room,296,9,138
4839,Shared Dorm,1037,Diana,Neighbourhood D,Private room,337,21,229
4840,Cozy Apt,1732,Charlie,Neighbourhood B,Hotel room,193,11,58
4841,Shared Dorm,1499,Alice,Neighbourhood A,Shared room,316,6,164
4842,Shared Dorm,1698,Elon,Neighbourhood C,Private room,53,16,203
4843,Beach House,1042,Charlie,Neighbourhood D,Hotel room,434,5,97
4844,Beach House,1870,Charlie,Neighbourhood D,Hotel room,125,1,245
4845,Shared Dorm,1625,Bob,Neighbourhood C,Private room,283,22,136
4846,Luxury Villa,1771,Diana,Neighbourhood C,Private room,443,14,45
4847,Beach House,1516,Diana,Neighbourhood A,Shared room,150,23,203
4848,City Conda,1067,Bob,Neighbourhood C,Hotel room,101,21,192
4849,City Conda,1739,Bob,Neighbourhood C,Hotel room,382,19,41
4850,Cozy Apt,1122,Alice,Neighbourhood D,Shared room,400,6,161
4851,Shared Dorm,1684,Elon,Neighbourhood B,Hotel room,93,28,223
4852,Luxury Villa,1335,Diana,Neighbourhood B,Hotel room,272,12,253
4853,Cozy Apt,1152,Bob,Neighbourhood D,Hotel room,156,27,283
4854,Shared Dorm,1973,Bob,Neighbourhood C,Entire home/apt,402,7,217
4855,Beach House,1778,Elon,Neighbourhood A,Private room,68,10,99
4856,City Conda,1668,Bob,Neighbourhood B,Entire home/apt,414,10,60
4857,Luxury Villa,1161,Alice,Neighbourhood C,Entire home/apt,382,28,39
4858,City Conda,1213,Elon,Neighbourhood B,Private room,455,25,181
4859,Beach House,1909,Alice,Neighbourhood D,Entire home/apt,106,13,58
4860,Shared Dorm,1375,Charlie,Neighbourhood B,Shared room,499,7,222
4861,Beach House,1919,Diana,Neighbourhood D,Entire home/apt,34,19,207
4862,Beach House,1442,Bob,Neighbourhood D,Shared room,169,1,169
4863,City Conda,1422,Elon,Neighbourhood D,Private room,281,15,138
4864,Luxury Villa,1537,Alice,Neighbourhood A,Hotel room,186,14,202
4865,Beach House,1938,Diana,Neighbourhood C,Private room,288,13,253
4866,City Conda,1803,Diana,Neighbourhood D,Private room,346,7,165
4867,Luxury Villa,1934,Bob,Neighbourhood D,Entire home/apt,464,12,56
4868,Shared Dorm,1700,Diana,Neighbourhood B,Private room,449,8,122
4869,Shared Dorm,1911,Bob,Neighbourhood C,Private room,396,15,136
4870,Cozy Apt,1633,Charlie,Neighbourhood A,Shared room,266,27,249
4871,City Conda,1229,Bob,Neighbourhood A,Hotel room,104,17,56
4872,Luxury Villa,1058,Alice,Neighbourhood B,Entire home/apt,415,21,66
4873,Beach House,1095,Diana,Neighbourhood A,Hotel room,58,12,230
4874,Shared Dorm,1261,Diana,Neighbourhood B,Hotel room,70,28,243
4875,Luxury Villa,1353,Diana,Neighbourhood C,Hotel room,58,13,285
4876,City Conda,1311,Bob,Neighbourhood B,Entire home/apt,129,8,120
4877,Cozy Apt,1135,Elon,Neighbourhood B,Private room,349,10,53
4878,Shared Dorm,1861,Bob,Neighbourhood D,Hotel room,87,7,287
4879,Luxury Villa,1794,Alice,Neighbourhood A,Entire home/apt,240,2,277
4880,Luxury Villa,1966,Bob,Neighbourhood C,Private room,167,29,65
4881,Luxury Villa,1922,Diana,Neighbourhood C,Hotel room,40,29,269
4882,City Conda,1472,Charlie,Neighbourhood D,Shared room,420,16,12
4883,City Conda,1631,Alice,Neighbourhood B,Entire home/apt,362,29,123
4884,City Conda,1429,Charlie,Neighbourhood C,Hotel room,393,4,76
4885,Beach House,1936,Alice,Neighbourhood C,Entire home/apt,218,6,23
4886,Luxury Villa,1974,Alice,Neighbourhood B,Shared room,479,7,34
4887,Shared Dorm,1536,Diana,Neighbourhood B,Entire home/apt,123,23,73
4888,City Conda,1853,Bob,Neighbourhood C,Private room,371,19,289
4889,City Conda,1145,Diana,Neighbourhood B,Hotel room,210,28,289
4890,Luxury Villa,1523,Diana,Neighbourhood A,Entire home/apt,350,24,18
4891,City Conda,1086,Diana,Neighbourhood C,Entire home/apt,312,23,258
4892,Beach House,1946,Charlie,Neighbourhood B,Hotel room,420,4,115
4893,Beach House,1108,Alice,Neighbourhood C,Shared room,350,10,291
4894,City Conda,1422,Elon,Neighbourhood C,Shared room,87,29,259
4895,Luxury Villa,1344,Bob,Neighbourhood D,Hotel room,54,4,153
4896,Luxury Villa,1265,Diana,Neighbourhood A,Hotel room,333,20,202
4897,Luxury Villa,1733,Alice,Neighbourhood A,Private room,289,5,130
4898,Cozy Apt,1585,Bob,Neighbourhood D,Entire home/apt,421,14,127
4899,City Conda,1993,Elon,Neighbourhood D,Entire home/apt,242,11,264
4900,Luxury Villa,1493,Elon,Neighbourhood C,Shared room,144,2,269
4901,Beach House,1332,Diana,Neighbourhood A,Private room,481,9,2
4902,Shared Dorm,1821,Elon,Neighbourhood D,Entire home/apt,217,22,257
4903,Shared Dorm,1412,Elon,Neighbourhood B,Private room,289,12,99
4904,Luxury Villa,1613,Bob,Neighbourhood C,Hotel room,165,24,52
4905,Shared Dorm,1936,Bob,Neighbourhood A,Entire home/apt,119,27,165
4906,Shared Dorm,1648,Diana,Neighbourhood C,Hotel room,250,1,148
4907,Cozy Apt,1190,Alice,Neighbourhood C,Shared room,45,22,162
4908,Beach House,1972,Diana,Neighbourhood B,Shared room,176,15,82
4909,Beach House,1932,Charlie,Neighbourhood B,Hotel room,414,6,21
4910,Cozy Apt,1141,Elon,Neighbourhood D,Shared room,130,24,19
4911,Cozy Apt,1868,Alice,Neighbourhood B,Hotel room,447,29,210
4912,Shared Dorm,1072,Bob,Neighbourhood A,Hotel room,248,17,7
4913,City Conda,1839,Charlie,Neighbourhood D,Hotel room,397,21,153
4914,Shared Dorm,1166,Charlie,Neighbourhood A,Shared room,74,15,50
4915,Cozy Apt,1167,Elon,Neighbourhood A,Shared room,92,14,245
4916,Beach House,1565,Bob,Neighbourhood D,Shared room,379,19,153
4917,Shared Dorm,1258,Alice,Neighbourhood B,Hotel room,419,22,245
4918,City Conda,1438,Bob,Neighbourhood C,Private room,321,9,42
4919,Shared Dorm,1110,Elon,Neighbourhood B,Shared room,406,26,162
4920,Luxury Villa,1743,Charlie,Neighbourhood A,Private room,388,3,146
4921,Shared Dorm,1672,Elon,Neighbourhood A,Shared room,95,25,155
4922,Cozy Apt,1863,Diana,Neighbourhood D,Entire home/apt,148,28,2
4923,Beach House,1838,Charlie,Neighbourhood A,Entire home/apt,263,25,145
4924,Beach House,1530,Elon,Neighbourhood D,Entire home/apt,491,15,268
4925,Cozy Apt,1289,Alice,Neighbourhood D,Private room,37,17,243
4926,Luxury Villa,1973,Alice,Neighbourhood B,Shared room,224,2,295
4927,Cozy Apt,1561,Alice,Neighbourhood A,Hotel room,256,27,294
4928,Shared Dorm,1509,Diana,Neighbourhood B,Private room,56,4,56
4929,Cozy Apt,1174,Bob,Neighbourhood C,Shared room,319,14,279
4930,Cozy Apt,1301,Alice,Neighbourhood B,Entire home/apt,57,11,118
4931,Luxury Villa,1695,Diana,Neighbourhood A,Private room,188,27,21
4932,Shared Dorm,1184,Alice,Neighbourhood C,Shared room,174,12,50
4933,City Conda,1338,Diana,Neighbourhood A,Hotel room,496,23,211
4934,City Conda,1509,Alice,Neighbourhood C,Private room,263,16,215
4935,Beach House,1818,Bob,Neighbourhood A,Hotel room,137,12,75
4936,Cozy Apt,1309,Elon,Neighbourhood B,Private room,408,2,203
4937,Beach House,1506,Alice,Neighbourhood A,Entire home/apt,468,7,165
4938,Luxury Villa,1345,Elon,Neighbourhood D,Entire home/apt,232,21,60
4939,City Conda,1080,Alice,Neighbourhood D,Entire home/apt,294,26,278
4940,Cozy Apt,1373,Bob,Neighbourhood B,Hotel room,342,23,259
4941,Luxury Villa,1155,Elon,Neighbourhood B,Entire home/apt,330,28,75
4942,Luxury Villa,1786,Diana,Neighbourhood C,Hotel room,419,25,208
4943,Cozy Apt,1794,Alice,Neighbourhood B,Hotel room,427,25,36
4944,Luxury Villa,1431,Alice,Neighbourhood D,Hotel room,444,3,92
4945,Cozy Apt,1499,Diana,Neighbourhood B,Entire home/apt,467,3,133
4946,Cozy Apt,1760,Bob,Neighbourhood D,Shared room,40,13,238
4947,Shared Dorm,1146,Charlie,Neighbourhood B,Hotel room,354,7,135
4948,Beach House,1480,Alice,Neighbourhood D,Shared room,124,5,222
4949,Luxury Villa,1434,Diana,Neighbourhood C,Hotel room,159,21,147
4950,Luxury Villa,1518,Charlie,Neighbourhood A,Entire home/apt,132,5,251
4951,Shared Dorm,1668,Alice,Neighbourhood A,Entire home/apt,302,25,78
4952,Shared Dorm,1682,Elon,Neighbourhood D,Entire home/apt,139,20,243
4953,Shared Dorm,1068,Diana,Neighbourhood B,Private room,321,22,119
4954,City Conda,1605,Elon,Neighbourhood B,Entire home/apt,160,6,121
4955,City Conda,1880,Bob,Neighbourhood A,Shared room,220,13,211
4956,City Conda,1874,Charlie,Neighbourhood D,Hotel room,328,7,283
4957,Cozy Apt,1887,Diana,Neighbourhood B,Shared room,122,2,253
4958,Luxury Villa,1185,Alice,Neighbourhood A,Private room,318,22,17
4959,Beach House,1903,Alice,Neighbourhood D,Shared room,235,29,262
4960,Cozy Apt,1681,Charlie,Neighbourhood C,Hotel room,387,9,276
4961,Luxury Villa,1203,Elon,Neighbourhood B,Hotel room,58,19,40
4962,Luxury Villa,1553,Elon,Neighbourhood B,Entire home/apt,436,2,30
4963,Shared Dorm,1012,Diana,Neighbourhood D,Private room,216,13,297
4964,Shared Dorm,1665,Diana,Neighbourhood A,Private room,366,8,117
4965,Cozy Apt,1273,Elon,Neighbourhood D,Shared room,206,16,233
4966,Shared Dorm,1297,Diana,Neighbourhood A,Entire home/apt,468,1,42
4967,Luxury Villa,1050,Elon,Neighbourhood D,Entire home/apt,360,11,227
4968,Shared Dorm,1499,Charlie,Neighbourhood C,Entire home/apt,185,8,133
4969,City Conda,1368,Diana,Neighbourhood B,Hotel room,275,21,156
4970,Shared Dorm,1723,Elon,Neighbourhood A,Private room,228,25,205
4971,Luxury Villa,1655,Diana,Neighbourhood C,Shared room,138,25,88
4972,Cozy Apt,1356,Alice,Neighbourhood D,Shared room,389,20,98
4973,Beach House,1002,Alice,Neighbourhood A,Shared room,101,1,36
4974,Shared Dorm,1253,Bob,Neighbourhood A,Entire home/apt,250,21,198
4975,Luxury Villa,1474,Elon,Neighbourhood C,Private room,310,7,54
4976,Beach House,1846,Bob,Neighbourhood D,Private room,420,25,104
4977,Beach House,1505,Elon,Neighbourhood C,Hotel room,406,26,242
4978,City Conda,1255,Diana,Neighbourhood D,Hotel room,243,25,73
4979,Beach House,1609,Elon,Neighbourhood C,Hotel room,486,9,103
4980,Luxury Villa,1684,Alice,Neighbourhood C,Shared room,104,22,220
4981,Luxury Villa,1149,Diana,Neighbourhood C,Shared room,447,2,15
4982,Shared Dorm,1487,Alice,Neighbourhood C,Private room,271,21,28
4983,Shared Dorm,1278,Diana,Neighbourhood D,Hotel room,179,19,263
4984,Shared Dorm,1058,Elon,Neighbourhood B,Shared room,352,28,182
4985,Beach House,1445,Elon,Neighbourhood C,Hotel room,207,6,51
4986,Beach House,1112,Alice,Neighbourhood D,Hotel room,205,27,105
4987,City Conda,1835,Charlie,Neighbourhood B,Private room,133,5,24
4988,Shared Dorm,1754,Elon,Neighbourhood A,Private room,148,13,91
4989,Cozy Apt,1821,Charlie,Neighbourhood A,Shared room,229,10,25
4990,City Conda,1568,Diana,Neighbourhood C,Private room,99,27,89
4991,Cozy Apt,1488,Charlie,Neighbourhood A,Hotel room,86,1,174
4992,Beach House,1406,Alice,Neighbourhood C,Private room,438,26,29
4993,City Conda,1366,Bob,Neighbourhood C,Hotel room,95,26,13
4994,City Conda,1059,Bob,Neighbourhood B,Hotel room,429,28,129
4995,Luxury Villa,1328,Alice,Neighbourhood A,Shared room,87,18,130
4996,Beach House,1727,Bob,Neighbourhood C,Shared room,146,27,5
4997,Beach House,1468,Alice,Neighbourhood A,Shared room,454,21,210
4998,City Conda,1744,Elon,Neighbourhood B,Hotel room,336,14,148
4999,Beach House,1566,Charlie,Neighbourhood A,Private room,50,12,275
5000,City Conda,1884,Bob,Neighbourhood B,Shared room,108,6,148
5001,Luxury Villa,1719,Elon,Neighbourhood B,Shared room,341,14,39
5002,City Conda,1062,Bob,Neighbourhood B,Private room,383,17,195
5003,Beach House,1183,Diana,Neighbourhood C,Private room,76,7,123
5004,Beach House,1310,Alice,Neighbourhood D,Shared room,403,3,70
5005,City Conda,1792,Alice,Neighbourhood C,Hotel room,200,17,198
5006,City Conda,1537,Elon,Neighbourhood A,Hotel room,113,23,32
5007,City Conda,1176,Diana,Neighbourhood C,Shared room,137,23,89
5008,Shared Dorm,1574,Charlie,Neighbourhood C,Private room,316,10,89
5009,Beach House,1428,Diana,Neighbourhood D,Hotel room,300,3,275
5010,Beach House,1072,Diana,Neighbourhood A,Private room,205,16,274
5011,Shared Dorm,1846,Charlie,Neighbourhood B,Entire home/apt,347,6,198
5012,City Conda,1166,Charlie,Neighbourhood B,Private room,99,4,55
5013,Luxury Villa,1224,Diana,Neighbourhood A,Private room,416,20,236
5014,City Conda,1576,Bob,Neighbourhood C,Entire home/apt,195,9,0
5015,City Conda,1580,Bob,Neighbourhood D,Hotel room,372,29,166
5016,Shared Dorm,1951,Diana,Neighbourhood D,Hotel room,87,7,36
5017,Beach House,1008,Bob,Neighbourhood A,Hotel room,480,16,273
5018,City Conda,1235,Charlie,Neighbourhood A,Shared room,274,6,78
5019,Beach House,1709,Charlie,Neighbourhood C,Entire home/apt,74,12,241
5020,Cozy Apt,1923,Bob,Neighbourhood D,Private room,201,25,133
5021,Beach House,1684,Charlie,Neighbourhood A,Entire home/apt,293,29,251
5022,Luxury Villa,1793,Alice,Neighbourhood C,Entire home/apt,412,3,21
5023,Luxury Villa,1027,Charlie,Neighbourhood C,Entire home/apt,95,12,266
5024,City Conda,1807,Diana,Neighbourhood A,Entire home/apt,356,20,217
5025,Beach House,1910,Elon,Neighbourhood D,Entire home/apt,218,14,71
5026,City Conda,1645,Bob,Neighbourhood B,Entire home/apt,302,14,8
5027,Shared Dorm,1026,Bob,Neighbourhood C,Shared room,100,9,134
5028,Luxury Villa,1549,Charlie,Neighbourhood B,Entire home/apt,382,4,194
5029,City Conda,1195,Charlie,Neighbourhood C,Entire home/apt,65,23,57
5030,Shared Dorm,1202,Elon,Neighbourhood D,Hotel room,268,25,283
5031,City Conda,1084,Elon,Neighbourhood B,Entire home/apt,97,20,286
5032,Beach House,1831,Diana,Neighbourhood A,Entire home/apt,137,25,250
5033,Beach House,1029,Alice,Neighbourhood C,Hotel room,237,15,90
5034,Beach House,1465,Diana,Neighbourhood A,Hotel room,306,7,203
5035,Beach House,1098,Bob,Neighbourhood A,Hotel room,239,20,7
5036,Cozy Apt,1898,Charlie,Neighbourhood D,Private room,331,19,107
5037,Shared Dorm,1189,Diana,Neighbourhood A,Entire home/apt,459,6,232
5038,Shared Dorm,1011,Charlie,Neighbourhood C,Entire home/apt,377,19,273
5039,Beach House,1602,Charlie,Neighbourhood A,Entire home/apt,136,7,119
5040,Cozy Apt,1029,Diana,Neighbourhood A,Hotel room,409,1,10
5041,Beach House,1724,Diana,Neighbourhood C,Shared room,45,7,182
5042,Cozy Apt,1037,Elon,Neighbourhood A,Entire home/apt,268,3,178
5043,Beach House,1852,Alice,Neighbourhood D,Hotel room,435,25,205
5044,Luxury Villa,1571,Elon,Neighbourhood C,Hotel room,419,6,91
5045,Luxury Villa,1293,Alice,Neighbourhood D,Hotel room,251,23,226
5046,City Conda,1359,Diana,Neighbourhood A,Private room,469,25,5
5047,Beach House,1654,Alice,Neighbourhood B,Hotel room,285,6,11
5048,Shared Dorm,1913,Bob,Neighbourhood D,Shared room,330,26,249
5049,City Conda,1179,Elon,Neighbourhood D,Private room,471,11,197
5050,Luxury Villa,1796,Elon,Neighbourhood A,Hotel room,441,2,126
5051,Beach House,1111,Elon,Neighbourhood B,Shared room,174,6,36
5052,City Conda,1741,Charlie,Neighbourhood C,Shared room,193,22,7
5053,Beach House,1443,Charlie,Neighbourhood B,Entire home/apt,41,18,164
5054,Luxury Villa,1020,Diana,Neighbourhood C,Hotel room,79,23,119
5055,City Conda,1144,Diana,Neighbourhood A,Hotel room,344,14,231
5056,Luxury Villa,1498,Charlie,Neighbourhood B,Entire home/apt,389,12,224
5057,Cozy Apt,1145,Elon,Neighbourhood A,Shared room,41,9,232
5058,Luxury Villa,1440,Charlie,Neighbourhood D,Hotel room,219,13,286
5059,Beach House,1886,Alice,Neighbourhood B,Entire home/apt,325,26,225
5060,Shared Dorm,1420,Elon,Neighbourhood C,Entire home/apt,122,20,144
5061,Luxury Villa,1315,Charlie,Neighbourhood D,Shared room,159,27,249
5062,Shared Dorm,1165,Diana,Neighbourhood C,Shared room,378,21,271
5063,Cozy Apt,1651,Charlie,Neighbourhood D,Hotel room,393,22,285
5064,City Conda,1202,Bob,Neighbourhood C,Hotel room,438,1,38
5065,City Conda,1495,Charlie,Neighbourhood C,Private room,370,8,43
5066,Shared Dorm,1755,Elon,Neighbourhood A,Shared room,243,28,36
5067,City Conda,1624,Charlie,Neighbourhood D,Private room,359,29,255
5068,Luxury Villa,1467,Diana,Neighbourhood A,Private room,412,9,210
5069,Shared Dorm,1712,Alice,Neighbourhood A,Entire home/apt,316,17,91
5070,Beach House,1384,Bob,Neighbourhood A,Entire home/apt,204,13,18
5071,Luxury Villa,1313,Elon,Neighbourhood A,Hotel room,473,4,99
5072,Luxury Villa,1770,Diana,Neighbourhood C,Shared room,230,6,146
5073,Luxury Villa,1254,Bob,Neighbourhood A,Shared room,134,13,68
5074,Beach House,1958,Charlie,Neighbourhood A,Private room,260,26,129
5075,Cozy Apt,1916,Bob,Neighbourhood A,Private room,127,17,24
5076,City Conda,1022,Alice,Neighbourhood C,Hotel room,132,19,114
5077,Shared Dorm,1904,Bob,Neighbourhood D,Entire home/apt,70,23,89
5078,Cozy Apt,1757,Bob,Neighbourhood C,Shared room,463,24,285
5079,Shared Dorm,1338,Charlie,Neighbourhood C,Shared room,180,29,272
5080,City Conda,1492,Charlie,Neighbourhood C,Shared room,297,8,211
5081,Beach House,1822,Elon,Neighbourhood D,Shared room,356,21,110
5082,Luxury Villa,1510,Charlie,Neighbourhood A,Entire home/apt,381,17,75
5083,Luxury Villa,1365,Bob,Neighbourhood A,Hotel room,496,17,295
5084,Beach House,1371,Alice,Neighbourhood D,Hotel room,307,24,87
5085,Cozy Apt,1914,Charlie,Neighbourhood D,Entire home/apt,85,21,169
5086,Cozy Apt,1829,Elon,Neighbourhood B,Hotel room,45,15,146
5087,Shared Dorm,1598,Elon,Neighbourhood A,Hotel room,471,27,239
5088,Beach House,1218,Bob,Neighbourhood C,Private room,485,25,54
5089,Cozy Apt,1474,Charlie,Neighbourhood C,Entire home/apt,251,1,91
5090,Beach House,1422,Charlie,Neighbourhood A,Hotel room,208,2,252
5091,City Conda,1355,Elon,Neighbourhood D,Private room,163,20,156
